Business Name,Email,Phone,Fax,Web Site,City,Latitude,Longitude
Leroger Consulting Ltd.,roger.leclerc@telus.net,,250-635-4640,,Terrace,54.5313,-128.5886166
Les Sam Construction,les.sam@shaw.ca,250-720-7334,,,Port Alberni ,49.2689498,-124.8656625
LHI Tutl'it,info@lhi-services.ca,250-562-0486,,http://www.lhi-services.ca/,Prince George,53.9262282,-122.7598532
Liard Hotspings Lodge,,250-776-7349,250-776-7011,,Northern Rockies B,59.4246958,-126.1036926
Lightfoot Gas Station,lightfootgasbc@yahoo.ca,250-256-0010,,,Lillooet,49.6959834,-123.1444999
Lil'wat Business Corporations,kerry.mehaffey@lilwat.ca,604-894-6115,,,Mount Currie,50.3166667,-122.7166667
Lil'Wat Gas Station ,kerry.mehaffey@lilwat.ca,604-894-6115,,,Mount Currie,50.3166667,-122.7166667
Limelight Signs,limelightsigns@yahoo.ca,604-799-0637,604-824-1079,http://www.limelightsigns.ca/,Chilliwack,49.0988166,-121.9311091
Lincoln Centre Chiropractic,wtrm@shaw.ca,604-941-2332,,http://www.coquitlamchiropractic.com,Coquitlam,49.2789649,-122.7926999
Linda D. Thomas Barrister and Solicitor,thomaslaw@telus.net,250-372-0241,250-372-1000,,Kamloops,50.6662086,-120.3512741
"Lisa Shepherd, Metis Artisan",,,,http://lisashepherd.ca/,Kamloops,50.6758334,-120.3394444
Lisims Forest Resources LP,,250-633-5150,250-633-2677,http://www.nisgaanation.ca/lisims-forest-resources-lp,New Aiyansh,55.2041667,-129.0791667
Little Angels Day Care,,250-692-7717,250-692-7703,,Burns Lake,54.2302778,-125.7644444
Little Drum Consulting,littledrum@telus.net,250-383-7008,,http://www.littledrum.com/index.html,Victoria,48.4100345,-123.3316743
Little Miss Chief Gourmet Products,lmchief@telus.net,250-768-6977,250-768-9946,http://littlemisschief.com/,Westbank,49.8436226,-119.6169881
LJV Bookkeeping Services,ljvbookkeeping@shaw.ca,250-423-0348,,,Fernie ,49.5203509,-115.0650822
LK Construction,lkconstruction2001@gmail.com,250-842-3306,,http://lkconstruction2001.jimdo.com/,Gitanmaax,55.2580171,-127.6550789
LoveToGo Writing,dreambg1@shaw.ca,,604-485-2738,http://www.write2dream.com,Powell River,49.8369499,-124.4954961
Lower Kootenay Development Corporation,cwullum@kootenay.com,250-428-4428,250-428-7686,http://lowerkootenay.com/departments/economic-development/,Creston,49.0657187,-116.5169773
Lower Kootenay Development Limited Partnership,cwullum@kootenay.com,250-428-6394,,,Creston,49.0657187,-116.5169773
Lower Kootenay Forest Products Ltd.,linda@lowerkootenay.com,250-428-4428,250-428-7686,,Creston,49.0657187,-116.5169773
Lower Kootenay Guide Outfitters Ltd.,cwullum@kootenay.com,250-428-4428 ,,,Creston,49.0657187,-116.5169773
Lower Nicola Indian Band Natural Resources,nrdeptmanager@lnib.net,250-440-5870,,http://lnib.net/band-owned-businesses/,Merritt,50.1381935,-120.8588463
LSIB Economic Development Corporation,bandmanager@lsib.net,250-499-0960,,,Keremeos,49.2051296,-119.8269754
Lund Hotel and Marina,devcorp@shawcable.com,604-483-7777,604-483-7741,http://www.sliammondevcorp.com/?portfolio=attachment-slider,Powell River,49.8981532,-124.607871
"Lyle Wilson, Artist",,,,,Kitimat,54.0533334,-128.6522222
Lynx Creek Industrial & Hydrovac Ltd.,,250-320-7570,,http://www.lynxcreekhydrovac.com/en/,Kamloops,50.6580505,-120.0987758
Lytton First Nation Sawmill,kdunstan@lyttonfirstnations.com,250-455-2304,,http://www.lyttonfirstnations.ca/,Lyyton,50.2374995,-121.5775738
M & M Resources Inc.,office@mmresinc.com,250-774-4862,250-774-4863,http://mmresinc.homestead.com/,Fort Nelson,58.8028325,-122.6934471
M Thorpe & Associates Inc.,mthorpe@mthorpe.com,604-916-8579,,http://www.mthorpe.com,West Vancouver,49.3269527,-123.1377458
Maaqutusiis Hahoulthee Forestry Corporation,cindystern@telus.net,250-954-5711,,,Port Alberni,49.2666761,-124.8473977
Mace Electric,mace78@hotmail.ca,250-913-0115,,,Port Alberni,49.2641997,-124.8530424
Mad Trapper Contracting Ltd.,madtrapper@madtrapper.infosathse.com,,250-679-2770,,Chase,50.8191667,-119.6861111
Madison J Fishing Charters,kurt@madisonjfishing.com,250-731-6955,,http://www.madisonjfishing.com/,Ahousaht,49.3220574,-126.185589
Magena Office Interiors Ltd,info@magena.ca,604-830-7699,,http://www.magena.ca,Surrey,49.1329504,-122.6649491
Maggie's Bannock,,250-378-6579,,,Merritt,50.1673916,-120.6632146
Mahigan Consulting,tamara@mahiganconsulting.com,778-837-9461,,,Vancouver,49.2561753,-123.0447819
Makeup by Paula Watts,paulawattsmua@gmail.com,250-730-7645,,http://www.facebook.com/MakeupbyPaulaWatts,Port Alberni,49.2344445,-124.8058333
Mali Wear,mali_hat_kwa@hotmail.com,604-820-7698,,,Mission,49.1345316,-122.3174707
Manton Tank Services,lepewseptic@gmail.com,250-545-2741 (main) 250-938-2093 (cell),,,Vernon ,50.2198689,-119.4525029
Mariah Farm,jason@mariahfarm.ca,604-796-8594,,,Agassiz,49.2726428,-121.7300086
Marian Gravelle Notary Public,marian@gravellenotary.com,250-425-2114,250-425-2204,,Sparwood,49.732229,-114.8867393
Marie Shoes.com,getanswers@marieshoes.com,250-828-2185,,http://www.marieshoes.com,Kamloops,50.6559793,-120.3803068
Marwest Utility Services Ltd,info@marwestutility.com,250-377-4655,,http://marwestutility.com/,Kamloops,50.711608,-120.327667
Masterton Land Services Ltd.,mastertonland@shaw.ca,250-702-2620,250-890-0001,http://www.mastertonland.com,Comox,49.6701736,-124.9075848
Matchlee Forest Products LP,admin@yuquot.ca,250-283-2335,,,Gold River,49.7813889,-126.0469444
Matt T Excavating,mattthomas6@live.ca,250-701-5609,,,Duncan,48.7730853,-123.7079791
Maxi's Taxi,,250-283-2282,,,Gold River,49.7813889,-126.0469444
Mayihkan Consulting Ltd,,250-517-0197,,,Falkland,50.5013408,-119.5447979
MBS Techservices Inc,davem@mbstechservices.com,778-321-0005,,https://www.mbstechservices.com/,Vancouver ,49.2598544,-123.1007052
Mc2 Solutions Group,mc2consulting@shaw.ca,250-686-6225,,,Sidney,48.6,-123.4166667
McBride Realty Center Ltd.,rodger@mcbriderealty.com,250-569-2735,,http://www.mcbriderealty.com/,McBride,53.3016776,-120.1673495
McElhanney Consulting Services Ltd.,vancouver@mcelhanney.com,604-683-8521,1-855-407-3895,http://www.mcelhanney.com/MKTG/McElhanneyFirstNationsExperience/McElhanneyFirstNationsExperience.pdf,Vancouver,49.277727,-123.1132081
Melody Charlie photography,melodycharlie@mac.com,250-266-2507,,http://www.melodycharlie.com/,Ucluelet,48.9364761,-125.5271197
Metis Artist Dennis J. Weber,dsweb@shaw.ca,250-808-1955,,http://www.webergallery.com,Kelowna,49.8995192,-119.3938026
Metis Cultural Facilitator Beverly Lambert,beaverly1@gmail.com,,,http://beverlylambertmetisjigger.wordpress.com/,Surrey,49.1878525,-122.8517526
Metlakatla Development Corporation,hleighton@metlakatla.ca,,,http://www.metlakatla.ca/overview/economic-development,Prince Rupert,54.3127778,-130.3252778
Metlakatla Ferry Service,northlnd@citytel.net,250-628-3201,,http://www.metlakatla.ca/overview/mdc-businesses/metlakatla-ferry-service,Prince Rupert,54.3181531,-130.3208344
Meziadin Junction Holdings,starlundm@gmail.com,250-849-5222,250-849-5787,http://www.meziadin.com/,Kitwanga,55.1,-128.0666667
MiLan Art Ltd,canadianmetis@gmail.com,604-618-1658,,http://www.milanart.ca,Vancouver,49.2733923,-123.09859
Millco Safety Services Inc.,info@millcosafety.com,250-315-9789,250-378-2223,http://www.millcosafety.com,Lower Nicola,50.1500152,-120.8784289
Miss Coalli Water Taxi ,,250-670-9549,,,Ahousaht,49.2527948,-126.0994881
Modern Formline,cory.douglas@modernformline.com,778-228-4179,,http://www.modernformline.com/,Squamish,49.6980556,-123.1558333
Monique Hurteau,info@humourforhealth.com,,,http://www.moniquehurteau.com,Vancouver,49.2569332,-123.1239135
Moricetown Development Corporation,freda.huson@moricetown.ca,250-847-2133,,http://www.moricetown.ca,Moricetown,55.022361,-127.3322845
Moricetown Esso,info@moricetownesso.com,250-847-2131,250-847-8006,http://www.moricetownesso.com,Smithers,55.0211569,-127.3317095
Moricetown Interpretive Centre,freda.huson@moricetown.ca,250-847-2133,,http://www.moricetown.ca,Moricetown,55.0064512,-127.3186156
Moricetown RV Park and Campground,freda.huson@moricetown.ca,250-847-2133,,http://www.moricetown.ca,Moricetown,55.012304,-127.3227803
Mosquito Creek Marina,shawna_baker@squamish.net,604-987-4113,,http://mosquitocreekmarina.com/,North Vancouver,49.3168321,-123.0890937
Mother Earth Whispers,motherearthwhispers@gmail.com,250-751-4256,250-753-8211,http://www.motherearthwhispers.com/,Nanaimo,49.1492601,-123.929617
Mount Currie Management Inc.,,,,,Mount Currie,50.3166667,-122.7166667
Mount Pope Greenhouse,,250-250-0088,250-996-7634,,Fort St James,54.4328621,-124.2582857
Mountain View Bookkeeping,afc@shaw.ca,604-824-5117,,,Chilliwack,49.136706,-121.965852
Mr. Rooter Plumbing,skaldis.rooter@gmail.com,,,http://vancouver.mrrooter.ca,Vancouver,49.2773738,-123.0763583
MSC - ICT Training & Consulting,mike_christian@telus.net,250-546-9414,,,Armstrong,50.4483334,-119.1966667
MSK Steel Ltd.,msksteel@shaw.ca,604-302-1478,,,Mission,49.1480941,-122.3002937
Mt. Baldy,info@skibaldy.com,1-866-SKI-BALDY,,http://www.skibaldy.com,Oliver,49.152942,-119.236434
Muchalaht Marina & Boat Launch,reception@yuquot.ca,250-283-2015,250-283-2335,,Gold River,49.7813889,-126.0469444
MUG Solutions,tina@mugsolutions.com,,,http://www.mugsolutions.com,Coquitlam,49.2632968,-122.8388722
Museum of Northern BC,smarsden@citytel.net,250-624-3207,,http://museumofnorthernbc.com/,Prince Rupert,54.31291836,-130.3218842
Muskosis Ventures Ltd.,,250-233-8668,250-233-8664,,Fort Nelson,58.8055556,-122.6972222
Muskwa Construction & Environmental Ltd,smcleod@marwestutility.com,250-377-4655,,,Kamloops,50.711608,-120.327667
Musqueam Cultural Centre,facilities@musqueam.bc.ca,604-263-3261,,http://www.musqueam.bc.ca,Vancouver,49.2253494,-123.1983948
Mustang Helicopters,,,,,Vancouver ,49.2611112,-123.1138889
N&V Johnson Services,petro_norm_johnson@yahoo.com,250-842-5577,,,Kitwanga,55.1,-128.0666667
Na Tenie Dene Enterprises Ltd.,ntdene@gmail.com,250-500-5055,,,Fort Nelson,58.7728879,-122.6651388
Nadia Design,jason@mariahfarm.ca,604-796-8594,,,Agassiz,49.2726428,-121.7300086
Nakal Koh Logging Ltd.,,250-996-0088,250-996-7634,,Fort St James,54.5700405,-124.497054
Nakal Koh Timber Ltd.,,205-996-0088,,,Fort  St James,54.4444445,-124.2591667
Nakazdli Childcare Centre,nccc@nakazdli.ca,250-996-7109,,,Fort St James,54.4354036,-124.2542848
Nak'azdli Development Corporation,leonardt@nakazdli.ca,250-996-0088,250-996-7634,http://www.nakazdli.ca/,Fort St James,54.5700405,-124.497054
Namgis Excavating,JosephI@namgis.bc.ca,250-974-5556,250-974-5900,http://www.namgis.bc.ca,Alert Bay,50.596292,-126.934661
Namgis Fuel,JosephI@namgis.bc.ca,250-974-5556,,http://www.namgis.bc.ca/,Alert Bay,50.5942046,-126.9425948
Nation First Contracting,william.hill.71@gmail.com,604-309-0488,604-820-5113,,Mission,49.217152,-122.24658
Nations Construction & Consulting,deanna@nationsconstruction.ca,604-796-2199,604-796-9379,,Agassiz,49.2333334,-121.7666667
Native Northwest,sales@nativenorthwest.com,604-266-904,604-266-9058,http://www.nativenorthwest.com/,Vancouver,49.2057271,-123.145699
Nature's Bounty Kettle Corn,brianpoint@yahoo.com,604-378-2221,,,Chilliwack,49.1358413,-121.9445335
Naut'sa mawt Event Management,vanessao@nautsamawt.com,604-943-6712,,https://www.nmtcevents.com,Delta,49.1109386,-123.0555138
Naut'sa mawt Resources Group,garyr@nautsamawt.com,,,,Tsawwassen,49.0381134,-123.0973841
Nayla Construction,ebitterman@email.com,778-805-5633,,,Hudson's Hope,56.0306578,-121.9181831
Nazko Economic Development Corporation,valri@nazkoecdev.ca,250-992-9085,250-992-3790,http://www.nazkoecdev.ca,Quesnel,52.9797223,-122.4936111
Nazko Logging LP,valri@nazkoecdev.ca,250-991-0284,,http://nazkologging.com/,Quesnel,52.9797223,-122.4936111
Neh-Zoo Gas & Convenience,,250-774-4200,250-774-4210,,Fort Nelson,58.8055556,-122.6972222
New Age Furnace and Duct Cleaning Ltd.,candaceland79@hotmail.com,780.937.3907,,https://newageductcleaning.business.site/,West Kelowna,49.855711,-119.603322
New Aiyansh Development Group,,250-633-3100,250-633-2271,http://www.gitlaxtaamiks.com/,New Aiyansh,55.205677,-129.0785244
Newcastle Island Provincial Marine Park,,,,http://www.newcastleisland.ca,Nanaimo,49.1823011,-123.9302735
Newhaven Construction Management Ltd,tward@newhaven.ca,,,http://www.newhaven.ca,North Vancouver,49.2540188,-122.8929313
Next Powerline,nextpowerline@gmail.com,,,,Duncan,48.7856986,-123.658168
Nexus Electric Inc.,info@nexus-electric.com,778-352-2008,778-352-2009,http://www.nexus-electric.com/,Sooke,48.3639272,-123.7027147
Nicholson Contracting,,250-775-0744,,,Fort Nelson,58.7761967,-122.6421161
Nicole Aquash,nicole_aquash@sd33.bc.ca,604-798-4775,,,Chilliwack,49.1397338,-121.9442515
Nipac Logging,steve.man697@gmail.com,250-378-2436,,,Merritt,50.1125,-120.7883333
Nisga' Salmon Lodge Bed and Breakfast,ron.nyce@gitwinksihlkw.ca,250-633-2965,,,Gitwinksihlkw,55.1916667,-129.2166667
Nisga'a Museum,nisgaamuseum@nisgaa.net,250-633-3050,,http://nisgaamuseum.ca/,Greenville,55.0326189,-129.577319
Nitinat Lake Motel,nitinahtmotel@ditidaht.ca,250-745-3844,,http://www.ditidaht.ca/ecodev_files/Page773.htm,Nitinat Lake,48.6211383,-124.8022426
NK'AWMN Development Corporation,ceo@nicomenband.com,250-455-2514,250-455-2517,,Lytton,50.229881,-121.578281
Nk'Mip Campground & RV Park,info@campingosoyoos.com,250-495-7279,,http://www.campingosoyoos.com,Osoyoos,49.0368693,-119.4373579
Nk'Mip Canyon Desert Golf Course,info@nkmipgolf.com,1-800-656-5755,,http://www.nkmipcanyon.com,Oliver,49.2000634,-119.5373063
Nk'Mip Cellars,info@nkmipcellars.com,250-495-2985,,http://www.nkmipcellars.com,Osoyoos,49.0388013,-119.4331774
NK'MIP Construction,,250 498-3444,,,Oliver,49.1825,-119.5508333
Nk'Mip Desert Cultural Centre,,1-888-495-8555,250-495-7912,http://www.nkmipdesert.com/,Osoyoos,49.0404227,-119.4346071
Nk'Mip Gas Bar and Convenience Store,ataylor@oib.ca,250-498-3310,,http://www.oibdc.ca/nkgas.html,Oliver,49.1845139,-119.5395565
NK'MIP Resort,info@spiritridge.ca,1-888-966-5647,,http://nkmip.com,Osoyoos,49.0368693,-119.4373579
NK'MIP Vineyards,samb@oib.ca,250-498-3552,250-498-2558,http://www.oibdc.ca/nkvineyards.html,Oliver,49.1825,-119.5508333
Nootka Trail,lands@yuquot.ca,250-283-2029,,http://www.yuquot.ca/nootkatrail.html,Gold River,49.7813889,-126.0469444
North Coast Helicopters,craig@northcoasthelicopters.com,250-631-6031,,http://www.northcoasthelicopters.com,Prince Rupert,54.3369741,-130.3125632
North Coast Home Medical Equipment,northcoast@nchme.ca,250-638-1301,250-638-0174,http://www.northcoast.medichair.ca,Terrace,54.5130651,-128.5814735
North Co-Corp,csmith@metlakatla.ca,250-841-2522,,http://www.metlakatla.ca/overview/mdc-businesses/north-co-corp,Prince Rupert,54.3127778,-130.3252778
Northern Bounty Fishing Charters,bountyhunter@citytel.net,250-600-7040,,http://www.northernbounty.ca,Prince Rupert,54.310616,-130.3011224
Northern Labour Services,,250-847-0122,,,Moricetown Reserve,55.0333334,-127.3333333
Northern Native Contracting,wolfc_101@hotmail.com,250-630-2608,,,Montney,56.45,-120.9166667
Northern Native Fishing Corporation,nnfc@citywest.ca,250-627-8486,250-624-6627,http://www.northernnativefishing.ca/,Prince Rupert,54.3161345,-130.3233499
Northern Polyfoam inc.,raybenn@gmail.com,250-782-4087,,,Dawson Creek,55.7617742,-120.2267706
Northern Skies Consulting Group,bertramm@nisgaa.net,250-633-2012,,,New Aiyansh,55.2041667,-129.0791667
Northern Spruce Contracting Ltd,cherchin@telus.net,250-562-9555,250-562-9557,,Prince George,53.9130556,-122.7452778
Northern Star Printing and Publishing,nspp@shaw.ca,,,http://www.northernstar-online.com,Prince George,53.8983274,-122.7594461
Northwest Fuels,nwfuels@telus.net,250-847-2522 ,,http://www.northwestfuels.ca,Terrace,54.5136359,-128.6219556
Northwinds Electric,vmuldoe@hotmail.com,250-842-5286,250-842-5259,,Kispiox,55.349387,-127.6963054
N'Quatqua Central Service Station,postmaster@nquatqua.ca,604-452-3243,,http://www.nquatqua.ca/html/home_on_the_range_1.html,D'Arcy,50.55,-122.4833333
Nulki Hills Contracting Ltd,,250-996-9022,,,Vanderhoof,53.9285856,-124.132906
Numa Communications,oneil@designingnations.com,,,,West Vancouver,49.3270916,-123.137756
Nun Khum Arts,jackie@muksamma.com,604-298-3907,,,Burnaby,49.2777,-122.9050591
Nupqu Development Corporation,dbrown@ktunaxa.org,250-489-5762,,http://www.nupqu.com/,Cranbrook,49.5829614,-115.7551984
Nupqu Powerline Service,dbrown@ktunaxa.org,250-489-5762,250-489-2091,,Cranbrook,49.5829614,-115.7551984
NUQO Modular Inc.,rory@nuqo.ca,604-505-6210,,https://www.nuqo.ca/,Vancouver,49.3251879,-123.1358334
Nurture Business Serivces,fran@nurtureservices.com,,,http://www.nurtureservices.com,Surrey,49.1440611,-122.8565082
Nuxalk Commercial Fisheries Limited Partnership,rhart@nndc.ca,250-799-0033,250-799-0035,http://www.nndc.ca,Bella Coola,52.364779,-126.708994
Nuxalk Forestry Limited Partnership,rhart@nndc.ca,250-799-0033,250-799-0035,http://www.nndc.ca,Bella Coola,52.374925,-126.796749
Nuxalk Nation Development Corporation,rhart@nndc.ca,250-799-0033,250-799-0035,,Bella Coola,52.364779,-126.708994
Nuyumbalees Cultural Centre Society,cultural@nuyumbalees.com,250-285-3733,,http://www.nuyumbalees.com,Cape Mudge,50.01762579,-125.1966655
Nyce Gifts & Creations,nycesally@hotmail.com,250-633-2117,,,Gitwinksihlkw,55.1938611,-129.2190095
Ocean Equipment,oceanequipment@gmail.com,604-487-0715,604-487-0716,http://oceanequipment.ca,Powell River,49.8355556,-124.5244444
Of the Land Productions Inc.,,,,http://www.pibdc.ca/business/of-the-land-productions-inc/,Penticton,49.5008334,-119.5938889
Ogopogo Meats and Sausages Ltd.,ogopogomeats@shaw.ca,(778) 516-5595,,http://Ogopogomeats.com,Summerland,49.5835049,-119.679651
Oho Education/Transglobal Business Group Inc.,info@transglobalbusinessgroup.com,250-751-1555,,http://www.transglobalbusinessgroup.com/,Nanaimo,49.2323896,-123.9973065
OIB Holdings Corporation ,yweinert@oib.ca,250-498-3444,250-498-4809,http://www.oibdc.ca/oibholdings.html,Oliver,49.184533,-119.535114
Okanagan Nation Alliance Business Development Unit,director@syilx.org,250-707-0095 x 214,,http://www.okanagannationbusiness.com/,Westbank,49.8639182,-119.596507
Okanagan Nation Aquatic Enterprises (OAE) Ltd.,fish-hub@syilx.org,250-707-0095 ext. 260,250-707-0095,https://okanaganselect.ca,Kelowna,49.8354007,-119.6246682
Old Massett Forestry Corporation,ecdev@mhtv.ca,250-626-3337,250-626-5440,,Masset,54.0340418,-132.175256
Old Massett Village Council Economic Development,,250-626-3337 x 28,250-626-5440,,Masset,54.0340418,-132.175256
Old World Interiors,,604-986-2080,,http://www.oldworldinteriors.ca/,North Vancouver,49.3221721,-123.1078835
O'leary Contracting Ltd,olearycontracting@hotmail.com,250-287-2400,,,Campbell River,50.0139982,-125.2701758
Oliver Ready Mix,readymix@oib.ca,250-498-2231,,http://www.oliverreadymix.com,Oliver,49.1825,-119.5508333
Omah Forestry L.L.P.,canderson@tseshaht.com,250-724-1225,,,Port Alberni,49.2667771,-124.8492185
Omoah Forestry Corporation,canderson@tseshaht.com,250-724-1225,,,Port Alberni,49.2667771,-124.8492185
Option One Design Planning,twofiveoh@shaw.ca,778-785-0033,250-984-1433,http://option1design.com/,Nanaimo,49.1663811,-123.9765247
Orbis Consulting,orbisplanning@gmail.com,,,http://www.orbis-consulting.ca,Williams Lake,52.1055241,-122.0320252
Orca Spirit Marine Transport,whales@orcaspirit.com,,,http://osmarinetransport.com/,Victoria,48.422206,-123.379851
Orica Canada Haisla JV,,,,http://www.orica.com/,Kitimat Village,53.9748438,-128.645748
Osoyoos Indian Band Development Corporation,cbower@oib.ca,,,http://oibdc.ca,Oliver,49.184528,-119.536698
P.C. Siding & Soffit ,prescharles66@hotmail.com,250-731-6564,,,Port Alberni,49.2648759,-124.8366858
Pachena Bay Campground,stan.c@huuayaht.com,250-728-1287,,http://hfndevelopmentlp.org/pachena-bay-campground/,Bamfield,48.8333334,-125.1333333
Painted Rock Aggregates & Contracting LLP,andrew@kdcenterprises.ca,250-373-0088,,,Savona,50.7584614,-120.817578
Park West Professional Services,matt@mattvickers.com,604-210-1483,,,West Vancouver,49.3251879,-123.1358334
Passion Parties ,ashleyarm9@hotmail.com,604-703-3679,,https://usi.yourpassionconsultant.com,Agassiz,49.2550562,-121.7313824
Passion Parties with Rose-Marie,rmwilson71@hotmail.com,604-791-2424,,https://rmleveque.yourpassionconsultant.com/,Chilliwack,49.1666667,-121.95
Pathways Designs In Landscaping,linda_rowan@hotmail.com,250-819-4969,,,Kamloops,50.6493232,-120.3710706
Patrick R. Stewart Architect,patrickreidstewart@gmail.com,778-246-1862,,,Chilliwack,49.1347378,-121.9598039
Paul Ranahan & Son Contracting Ltd.,paulranahan@hotmail.com,250-842-5583,,,New Hazelton,55.2433334,-127.5869444
Pauline Rubinato Bookkeeping,,250-842-4115,,,Gitanmaax,55.2622712,-127.664691
Pauline Rubinato Electoral Officer,,250-842-4115,,,Gitanmaax,55.2622712,-127.664691
Peggy's Pie House,,250-842-6702,,,Hazelton,55.2534863,-127.6724349
P'egp'ig'lha Development Corporation (PDC),,250-256-4118 ,,,Lilloet,50.6790859,-121.9512129
Penelakut Fisheries,ken@penelakut.ca,250-246-2321,250-246-2725,http://penelakut.ca,Chemainus,48.9166667,-123.7166667
Penticton Indian Band Economic Development Corporation,agabriel@pib.ca,250-492-3154,250-492-3164,http://www.pibdc.ca/contact-us/,Penticton,49.5008334,-119.5938889
Pete's Plate,eatatpetesplate@gmail.com,250-842-5376,,https://www.facebook.com/groups/360747573962126/,Hazelton,55.2525964,-127.6725398
Petroglyph Gallery,sbradt@petroglyphgallery.ca,250-799-5673,,http://www.petroglyphgallery.ca/,Bella Coola,52.3833334,-126.75
Pietila and Sons Logging Ltd.,,,,,Lillooet ,50.6938889,-121.9336111
Plateau Power Systems,cscclayton@telus.net,250-851-6225,,,Kamloops,50.6925449,-120.3283725
Pluto Auto Body (2008) Ltd,grantconlon@msn.com,250-692-3015,,,Burns Lake,54.2224605,-125.7455477
Port Edward Quarry Ltd.,garry_council@laxband.com,,,,Port Edward,54.229991,-130.295007
Practical Safety Management,practicalsafetymanagement@gmail.com,250-301-8088,,,Prince George,53.7211575,-122.6309891
Premium BMG Homes,bmghomes@telus.net,250-889-6767,,,Victoria,48.4404909,-123.3651868
Premium Urban Design,admin@premiumdesign.ca,250-383-9990,250-384-2144,http://www.premiumurbandesign.com,Victoria,48.4404909,-123.3651868
Protech Fire Inc,brad@protechfire.ca,866-443-3636,,http://www.protechfire.ca,Duncan,48.8156994,-123.6716771
Puntledge RV Campground and Nim Nim Interpretive Centre,puntledge_rv_campground@shaw.ca,250-334-3773,,http://www.puntledgerv.com,Courtenay,49.6960297,-125.0074463
Pure Beauty Ltd.,info@purebeautyltd.com,604-808-1485,,http://www.purebeautyltd.com/,White Rock,49.0162746,-122.7853943
Quaaout Lodge and Spa at Talking Rock Golf Resort,info@quaaoutlodge.com,250-679-3090,,http://quaaoutlodge.com,Chase,50.81461242,-119.6795654
Qualicum Campground,council.qualicum@shaw.ca,1-877-757-9322,,,Qualicum,49.4015236,-124.6176505
Quamichan Auto Repair ,,250-746-8336 or 250-709-2451,,,Duncan,48.775769,-123.709803
Quatsino Development Corp,manager@qfnedc.ca,,,,Coal Harbour,50.6140834,-127.5737303
Quilakwa Investments Ltd., info@splatsin.ca,250-838-9422,250-838-2378,,Enderby,50.5371401,-119.1391115
Quw'utsun' Cultural and Conference Centre,askme@quwutsun.ca,250-746-8119,,http://www.khowutzun.com/qccc/,Duncan,48.7731781,-123.7022705
R & L Excavating,rlexcavating@shaw.ca,250-765-0330,250-765-0550,,Kelowna,49.9286441,-119.3889181
R. Dendys Welding Ltd.,rdendys@yahoo.ca,250-774-7207,,,Fort Nelson,58.8055556,-122.6972222
R.L.R Trucking Ltd,sktiger_30@hotmail.com,250-849-5969,,,Gitsegukla,55.0865831,-127.8230759
RaceRocks 3D Inc.,bradp@racerocks3d.com,250-986-6066,,https://racerocks3d.ca/,Victoria,48.4259578,-123.3688141
Rainbow Gas Bar,wesley-sam@hotmail.com,250-692-7747,,,Burns Lake,54.2355113,-125.7704618
Rainbow Mountain Outfitting,rainbowmountainoutfitting@gmail.com,250-742-3447,,http://www.rainbowadventuresbc.com,Anahim Lake,52.4666667,-125.3166667
Ranchery Holdings,,250-996-0088,,,Fort St James,54.4444445,-124.2591667
Ranger Forest Services Ltd,,250-830-0773 ,,,Campbell River,49.9968572,-125.2509129
Raven Event Management,katrin@ravenevents.ca,604-483-3532,,http://www.ravenevents.ca/,Powell River,49.8917711,-124.5982047
Raven's Professional Piercing & Permanent Makeup,,250-624-6974,,http://www.ravensprofessionalpiercingandpermanentmakeup.com,Prince Rupert,54.3128006,-130.3268363
Raymond D. Phillips Barrister & Solicitor,chuckpalsht@gmail.com,250-455-2471,250-455-0040,,Lytton,50.1872393,-121.5741696
RealWorld Media Inc.,info@realworldmedia.tv,604-709-0970,,http://www.realworldmedia.tv,Vancouver,49.2105964,-123.0929394
Rebekah McMaster Registered Acupunturist,blackstoneacup@shaw.ca,250-724-2774,,,Port Alberni,49.2634361,-124.8135898
Red cedar Designs,angelaashtonis@gmail.com,250-590-0086,,http://stormtechcat.com/RedCedarDesigns.html,Victoria,48.4519799,-123.504587
Red Earth Holdings Inc.,leesamike@shaw.ca,,,,Merrit,50.1173899,-120.7815908
RedBear Services,redbearservices@live.ca,250-455-0234,,,Lytton,50.2311111,-121.5813889
Refocus Communications & Fundraising,aimee@refocuscommunications.com,778.875.3439,,http://www.refocuscommunications.com,Langley ,49.1776159,-122.6564416
Rescan Tahltan Environmental Consultants  (RTEC),Wade.Brunham@erm.com,604-689-9460,,http://www.tndc.ca/resource-development,Dease Lake,56.740861,-129.787222
Reserve Management Inc.,info@rezman.com,250-260-8115,,http://www.rezman.com/aboutrmi.htm,Vernon,50.3557055,-119.3191972
Retasket Lodge & RV Park,retasket@shaw.ca,1-866-456-2090,250-256-2091,http://retasketlodge.com/,Lillooet,50.6827841,-121.9421195
Richard Erato Research,paulerato@yahoo.com,416-400-0846,,,New Westminster ,49.2300451,-122.8888477
Richard Gauthier Music,ktown.racquets@gmail.com,250-864-9015,,,Kelowna,49.8990243,-119.4562427
Richard Hunt Kwa-Gulth Arts Ltd,richard@richardhunt.com,250-889-1423,250-889-1423,http://www.richardhunt.com,Victoria,48.4488266,-123.3563249
Rick Sparks & Associates,rick.sparks64@gmail.com,778-706-9451,,,Vancouver,49.2664176,-123.0843691
